,Country,Age,Income,Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,C++,C,Perl,HTML5,None,Other (please specify)
4223,India,20-24,"<$20,000",True,True,True,False,False,False,False,False,False,False,False,False,False,False,
4224,United States of America,20-24,"$60,000 - $80,000",True,True,False,False,True,False,False,True,False,True,False,False,False,False,
4225,Canada,20-24,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
4226,United States of America,40-50,"$120,000 - $140,000",True,True,True,True,False,False,False,True,False,True,True,False,False,False,
4227,India,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4228,United States of America,30-34,"$80,000 - $100,000",False,False,False,False,False,False,False,True,False,False,False,False,False,False,PL/SQL
4229,United States of America,25-29,"$60,000 - $80,000",True,True,True,True,True,False,True,True,False,False,False,False,False,False,
4230,United States of America,20-24,"$40,000 - $60,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
4231,India,20-24,"<$20,000",True,False,False,False,False,False,False,False,False,True,False,False,False,False,
4232,Bangladesh,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4233,India,25-29,"<$20,000",False,True,True,False,False,False,False,False,True,False,False,False,False,False,
4234,United States of America,20-24,"$60,000 - $80,000",True,False,False,False,False,False,False,False,True,True,True,False,False,False,
4235,Other Asia,30-34,Rather not say,True,True,True,False,True,False,False,False,False,False,False,False,True,False,
4236,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4237,United States of America,20-24,,True,False,False,False,True,False,False,True,False,True,True,False,False,False,
4238,United States of America,25-29,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,False,True,False,False,False,
4239,Other Asia,30-34,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,True,False,False,False,False,
4240,India,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4241,Other Asia,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4242,Africa,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4243,Russia,20-24,"$20,000 - $40,000",False,True,True,True,True,False,False,False,False,True,True,False,True,False,Haskell
4244,Canada,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4245,United States of America,25-29,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R
4246,United States of America,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,True,True,False,False,False,
4247,United States of America,< 20,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4248,India,20-24,"<$20,000",True,True,True,False,True,False,False,True,False,True,True,False,False,False,
4249,Australia,20-24,"$40,000 - $60,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,ActionScript 3
4250,Other Asia,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4251,United States of America,30-34,"$100,000 - $120,000",True,False,False,False,False,True,False,False,True,True,True,False,False,False,
4252,Australasia,20-24,"$20,000 - $40,000",True,False,False,False,False,False,True,True,False,False,False,False,False,False,
4253,India,35-39,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,True,True,False,False,False,
4254,Canada,30-34,Student / Unemployed,False,True,True,True,True,False,False,False,False,False,True,False,True,False,
4255,Australia,20-24,"$40,000 - $60,000",True,True,True,True,True,False,False,True,False,False,False,False,False,False,
4256,United States of America,25-29,Rather not say,False,True,True,False,False,False,False,True,True,False,False,False,True,False,
4257,Canada,30-34,Rather not say,False,True,False,True,True,False,False,False,False,False,False,False,False,False,
4258,Australia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4259,Australia,40-50,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
4260,Australia,20-24,"$40,000 - $60,000",False,True,False,False,False,False,False,True,True,False,False,False,True,False,
4261,Germany,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4262,United States of America,20-24,"$40,000 - $60,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
4263,United States of America,25-29,"$40,000 - $60,000",True,True,True,False,True,False,False,False,False,False,False,False,False,False,
4264,Australia,< 20,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Visual Basic
4265,Canada,25-29,"$40,000 - $60,000",False,False,False,False,False,True,False,False,True,False,False,False,False,False,VB.NET
4266,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4267,United Kingdom,< 20,Student / Unemployed,False,True,True,True,False,False,False,True,False,False,False,False,True,False,
4268,United States of America,20-24,"$40,000 - $60,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
4269,Other Asia,25-29,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,
4270,Australia,30-34,"$100,000 - $120,000",False,False,False,False,False,False,False,False,True,True,True,False,False,False,
4271,United States of America,30-34,"$120,000 - $140,000",False,True,True,True,False,True,False,True,False,False,False,False,True,False,
4272,United States of America,20-24,">$140,000",True,True,True,True,False,True,False,True,True,True,True,False,True,False,
4273,United States of America,< 20,Student / Unemployed,True,False,False,False,False,False,False,True,False,False,False,False,False,False,
4274,Other Asia,30-34,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
4275,United States of America,25-29,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,
4276,Canada,35-39,"$80,000 - $100,000",True,True,True,False,True,True,True,True,False,True,True,False,True,False,
4277,United States of America,30-34,"$80,000 - $100,000",True,True,False,False,False,False,False,True,False,False,False,False,True,False,SAS
4278,United States of America,20-24,"$60,000 - $80,000",True,True,True,True,True,False,False,True,True,True,True,False,True,False,
4279,United States of America,40-50,"$120,000 - $140,000",False,False,False,False,False,False,False,True,True,True,False,False,True,False,
4280,Australia,25-29,,False,True,True,False,False,False,False,False,False,False,False,False,True,False,
4281,Australia,25-29,">$140,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
4282,India,25-29,Rather not say,True,False,False,False,True,False,False,False,True,True,True,False,False,False,
4283,Australasia,35-39,"$100,000 - $120,000",True,False,False,False,False,True,False,True,False,True,True,False,False,False,
4284,United States of America,40-50,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4285,Other Asia,30-34,"<$20,000",False,False,False,False,True,False,False,False,True,False,False,False,False,False,
4286,Australia,40-50,,True,True,False,False,False,False,False,True,True,False,True,False,False,False,
4287,Germany,20-24,Rather not say,True,False,True,True,False,False,False,False,False,True,True,False,False,False,
4288,United States of America,30-34,"$120,000 - $140,000",False,True,False,True,False,False,False,True,False,False,False,False,False,False,
4289,Australasia,35-39,"$80,000 - $100,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
4290,United States of America,20-24,">$140,000",True,True,False,True,True,False,False,False,False,False,False,False,True,False,
4291,United States of America,35-39,"$60,000 - $80,000",False,False,False,False,False,False,False,True,False,False,False,False,False,False,
4292,United States of America,< 20,Student / Unemployed,True,True,True,True,True,False,False,True,True,False,False,False,True,False,
4293,Australia,20-24,Rather not say,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
4294,United States of America,< 20,Student / Unemployed,False,True,True,True,True,False,False,True,False,True,False,False,True,False,
4295,United States of America,30-34,Rather not say,False,False,False,False,False,False,True,False,False,False,False,False,False,False,
4296,United States of America,20-24,"<$20,000",True,False,False,False,False,False,False,False,False,True,False,True,False,False,Soar
4297,Australia,30-34,"$40,000 - $60,000",False,True,True,True,False,False,False,True,True,False,False,False,True,False,
4298,United States of America,20-24,"$80,000 - $100,000",True,False,True,False,True,True,False,True,False,False,True,False,False,False,Lua
4299,United States of America,30-34,"$60,000 - $80,000",True,False,False,False,False,False,True,False,False,True,True,True,False,False,Verilog
4300,Germany,25-29,Student / Unemployed,False,False,True,False,False,False,False,False,False,True,True,False,False,False,"Haskell, Bash"
4301,United States of America,30-34,"$120,000 - $140,000",True,True,True,False,False,False,True,True,True,True,True,True,False,False,
4302,United States of America,35-39,"$80,000 - $100,000",True,False,False,False,True,False,False,False,True,True,True,False,False,False,
4303,India,20-24,"<$20,000",False,True,True,False,False,False,False,False,False,False,False,False,True,False,
4304,United States of America,20-24,Rather not say,False,False,False,False,True,True,False,False,False,False,False,False,False,False,
4305,Other Europe,25-29,"$20,000 - $40,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
4306,Australia,25-29,Rather not say,False,True,True,True,False,True,True,True,False,False,True,False,True,False,
4307,Canada,40-50,Rather not say,False,False,False,False,False,False,False,False,True,False,True,False,False,False,
4308,United States of America,< 20,Student / Unemployed,True,True,True,False,False,False,False,False,False,True,False,False,True,False,"ActionScript, AppleScript"
4309,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
4310,Australasia,20-24,Rather not say,True,False,False,False,False,False,False,False,True,False,False,False,False,False,
4311,France,25-29,"$20,000 - $40,000",False,True,True,True,False,False,False,True,False,True,True,False,False,False,
4312,United States of America,25-29,"$80,000 - $100,000",True,True,True,True,True,False,False,True,False,False,False,False,True,False,Groovy
4313,United States of America,20-24,"$40,000 - $60,000",True,True,True,False,False,False,False,False,False,True,False,False,False,False,Scala
