,Country,Age,Income,C,C++,C#,Java,JavaScript,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
4676,United States,United States,"$60,000 - $80,000",False,False,True,True,False,False,False,False,False,False,True,Basic
4677,United States,United States,"$20,000 - $40,000",False,False,True,True,True,False,False,False,False,False,True,VisualBASIC.NET
4678,Brazil,Brazil,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,True,
4679,United States,United States,"$100,000 - $120,000",False,False,False,False,False,False,False,False,True,False,True,
4680,United States,United States,"$100,000 - $120,000",False,False,False,False,True,True,False,True,False,False,False,
4681,Philippines,Philippines,Rather not say,False,False,True,False,True,False,False,False,False,False,True,
4682,India,India,Student / Unemployed,True,False,True,True,False,True,False,False,True,False,True,
4683,United States,United States,"$40,000 - $60,000",False,False,False,False,True,False,False,True,False,False,True,
4684,Canada,Canada,Rather not say,False,False,False,False,False,False,False,False,True,False,False,MySQL
4685,United States,United States,Rather not say,False,True,False,True,False,False,False,False,False,False,False,
4686,United States,United States,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,False,False,Matlab
4687,Brazil,Brazil,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,
4688,Russia,Russia,"$20,000 - $40,000",False,True,False,False,False,False,False,False,False,False,True,"Perl, Erlang"
4689,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
4690,United States,United States,Student / Unemployed,False,True,False,False,False,False,False,False,False,False,False,
4691,United States,United States,"$60,000 - $80,000",False,False,False,False,True,True,False,True,True,False,False,node.js is JavaScript ;)
4692,United States,United States,"$120,000 - $140,000",False,False,True,False,True,False,False,False,False,False,True,F#
4693,United States,United States,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,True,VBA
4694,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,vba
4695,New Zealand,New Zealand,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
4696,United States,United States,Student / Unemployed,False,False,True,False,True,True,False,False,True,True,True,
4697,New Zealand,New Zealand,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
4698,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
4699,United States,United States,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,False,False,"Fortran, MPI"
4700,United States,United States,Rather not say,False,True,True,False,False,False,False,False,False,False,False,
4701,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,True,False,False,
4702,United States,United States,"$100,000 - $120,000",True,True,True,False,False,False,False,False,False,False,False,
4703,United States,United States,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,
4704,United States,United States,"$80,000 - $100,000",False,True,True,False,True,False,False,False,False,False,False,
4705,United States,United States,"$60,000 - $80,000",False,False,True,True,False,False,True,False,False,False,False,
4706,United Kingdom,United Kingdom,"$40,000 - $60,000",False,False,True,False,True,False,False,False,True,False,False,
4707,United States,United States,"$40,000 - $60,000",False,False,False,False,True,True,False,True,True,True,True,Bash
4708,Brazil,Brazil,"<$20,000",False,False,False,False,False,False,False,False,False,False,True,
4709,United Kingdom,United Kingdom,"$40,000 - $60,000",False,False,False,False,True,False,True,True,False,False,True,
4710,United Kingdom,United Kingdom,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,VBA for Excel
4711,Turkey,Turkey,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,True,
4712,Canada,Canada,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,True,
4713,France,France,"$40,000 - $60,000",True,False,False,False,False,False,False,False,False,False,False,Matlab
4714,United States,United States,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,True,
4715,Sweden,Sweden,Student / Unemployed,False,False,True,True,True,False,False,True,False,False,True,
4716,United States,United States,"$120,000 - $140,000",False,False,True,False,True,False,False,False,False,False,True,
4717,United States,United States,"$60,000 - $80,000",False,False,False,True,True,False,False,True,False,False,False,
4718,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
4719,India,India,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,
4720,United States,United States,"$60,000 - $80,000",False,False,False,True,False,False,True,False,False,False,True,
4721,Bulgaria,Bulgaria,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
4722,United Kingdom,United Kingdom,"$20,000 - $40,000",False,False,False,False,True,False,False,True,False,False,True,VBA
4723,United States,United States,"$40,000 - $60,000",False,False,False,False,True,False,False,True,False,False,True,
4724,Finland,Finland,"$20,000 - $40,000",True,False,False,False,False,False,False,False,True,False,False,
4725,United States,United States,"$120,000 - $140,000",False,False,False,True,False,False,False,False,False,False,False,scala
4726,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,"neo4j, xml"
4727,Colombia,Colombia,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
4728,United States,United States,,False,False,True,False,True,False,False,False,False,False,True,
4729,United States,United States,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,False,
4730,United Kingdom,United Kingdom,"<$20,000",False,False,False,False,True,False,False,True,False,False,True,
4731,Canada,Canada,"$80,000 - $100,000",False,True,True,False,True,False,False,True,False,False,True,
4732,Canada,Canada,,False,True,False,False,True,False,False,True,True,False,False,
4733,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
4734,Netherlands,Netherlands,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4735,United States,United States,"$40,000 - $60,000",False,False,True,False,True,False,False,True,False,False,True,
4736,United States,United States,"$40,000 - $60,000",False,False,False,False,True,False,False,True,False,False,True,VB6
4737,Brazil,Brazil,"<$20,000",True,True,True,False,True,False,False,False,True,False,True,
4738,Canada,Canada,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,False,
4739,Canada,Canada,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,True,False,
4740,United States,United States,"$120,000 - $140,000",False,False,False,True,True,True,False,False,True,False,False,Clojure
4741,United States,United States,"$120,000 - $140,000",False,False,False,False,True,False,False,False,False,True,True,
4742,United States,United States,Rather not say,False,True,False,False,False,False,False,False,False,False,False,
4743,Denmark,Denmark,,False,False,False,False,False,False,False,False,False,False,False,
4744,United States,United States,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
4745,United States,United States,"$60,000 - $80,000",True,True,False,False,False,False,False,False,True,False,False,
4746,United States,United States,,False,True,False,False,True,False,False,True,True,False,True,
4747,Netherlands,Netherlands,Student / Unemployed,False,False,False,False,True,False,False,True,False,False,True,
4748,United Kingdom,United Kingdom,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,"R, Matlab, Mathematica"
4749,India,India,Student / Unemployed,True,False,False,True,True,False,False,False,True,False,False,
4750,United States,United States,">$140,000",False,False,False,True,False,False,False,False,False,True,False,
4751,United States,United States,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,R
4752,United States,United States,"$40,000 - $60,000",False,False,False,True,True,True,False,True,True,False,True,
4753,Poland,Poland,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,True,Scala
4754,United States,United States,">$140,000",False,False,True,True,True,False,True,False,False,False,False,
4755,United States,United States,">$140,000",False,True,False,True,True,False,False,False,True,False,False,
4756,United States,United States,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,False,
4757,France,France,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4758,Italy,Italy,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
4759,United States,United States,"$100,000 - $120,000",True,False,True,False,False,False,False,False,False,False,False,
4760,United States,United States,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,False,True,"VB.NET, Knockout"
4761,United States,United States,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,
4762,United States,United States,"$60,000 - $80,000",True,True,True,True,True,False,False,False,True,False,True,
4763,United Kingdom,United Kingdom,"$80,000 - $100,000",False,False,True,False,True,False,True,False,False,False,True,
