,Country,Age,Income,C,C++,C#,Java,JavaScript,jQuery,JQuery,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
5390,United States of America,20-24,"$120,000 - $140,000",False,False,False,False,True,True,False,True,False,False,True,True,False,
5391,Russia,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5392,Germany,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5393,Other Europe,25-29,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,False,False,True,
5394,United Kingdom,20-24,"$40,000 - $60,000",False,True,True,True,True,True,False,False,False,False,False,False,True,
5395,United States of America,25-29,"$20,000 - $40,000",True,True,False,False,False,False,False,False,False,False,True,False,False,"Fortran, CMake"
5396,United Kingdom,25-29,"$120,000 - $140,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
5397,Other Asia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5398,Other Europe,25-29,Rather not say,False,False,False,False,True,True,False,False,False,True,False,False,False,
5399,Australasia,20-24,"$60,000 - $80,000",False,False,False,True,True,True,False,False,True,False,True,False,False,
5400,India,20-24,"<$20,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
5401,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5402,France,30-34,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
5403,United Kingdom,35-39,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5404,Italy,25-29,"$60,000 - $80,000",False,False,False,True,True,True,False,False,False,False,False,False,True,
5405,Other Europe,25-29,"<$20,000",True,True,False,False,False,False,False,False,False,False,False,False,False,
5406,United Kingdom,25-29,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,True,False,False,False,
5407,India,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5408,India,25-29,Rather not say,True,True,False,False,False,False,False,False,False,False,False,False,False,
5409,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5410,United Kingdom,35-39,">$140,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5411,Other Europe,30-34,"$80,000 - $100,000",False,False,True,False,True,True,False,True,False,False,False,True,True,
5412,Australasia,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5413,Netherlands,51-60,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,False,False,Delphi
5414,Other Europe,20-24,Rather not say,True,True,False,False,False,False,False,False,False,False,True,False,False,Haskell
5415,Other Europe,40-50,,False,True,False,False,False,False,False,False,False,False,True,False,True,
5416,Other Europe,20-24,"<$20,000",False,False,False,True,True,False,False,False,False,False,False,False,True,groovy
5417,United Kingdom,20-24,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,True,False,False,
5418,United Kingdom,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5419,United Kingdom,25-29,"$60,000 - $80,000",False,True,True,True,False,False,False,False,True,False,False,False,True,
5420,Australasia,40-50,"$60,000 - $80,000",True,True,False,True,False,False,False,False,True,False,False,False,False,Delphi
5421,Other Europe,20-24,,False,False,False,False,True,True,False,False,False,True,False,False,False,
5422,India,30-34,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5423,Other Asia,20-24,,False,False,False,False,True,True,False,False,False,True,False,False,True,
5424,Other Europe,25-29,"<$20,000",False,False,False,True,False,False,False,False,False,False,True,False,False,
5425,Other Asia,40-50,Rather not say,True,False,False,False,True,False,False,False,True,True,False,False,True,csh perl
5426,United Kingdom,30-34,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,False,True,
5427,India,20-24,,False,False,False,True,False,False,False,False,False,False,False,False,False,Android
5428,Other Europe,30-34,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,Actionscript
5429,Netherlands,30-34,,False,False,True,False,False,False,False,False,False,False,False,False,True,
5430,Other Asia,25-29,"$80,000 - $100,000",False,False,False,False,True,True,False,True,False,False,True,False,True,d3.js
5431,Middle East,30-34,Rather not say,False,False,False,True,False,False,False,False,False,False,False,False,False,
5432,Germany,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5433,India,25-29,,False,False,False,True,True,True,False,False,False,False,False,False,False,
5434,Other Europe,35-39,">$140,000",False,False,True,False,True,True,False,False,False,False,True,False,True,
5435,Germany,30-34,Rather not say,False,False,False,True,True,True,False,False,False,True,False,False,True,
5436,United Kingdom,35-39,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5437,India,20-24,"<$20,000",False,False,False,True,True,True,False,False,False,True,False,False,True,
5438,Other Europe,35-39,"$60,000 - $80,000",False,False,True,True,True,True,False,False,False,False,True,False,True,
5439,Germany,35-39,Rather not say,False,False,False,True,False,False,False,False,False,True,True,False,False,
5440,United Kingdom,30-34,">$140,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5441,Other Europe,20-24,Rather not say,True,True,True,True,True,True,False,True,False,False,True,False,True,
5442,Netherlands,< 20,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5443,India,25-29,"<$20,000",False,True,False,False,False,False,False,False,False,False,False,False,False,jmeter
5444,Other Asia,20-24,Rather not say,False,False,False,True,True,True,False,False,False,True,True,False,False,
5445,Russia,25-29,Rather not say,False,False,False,False,True,True,False,False,False,True,True,False,True,
5446,Netherlands,30-34,"$60,000 - $80,000",False,False,False,True,False,True,False,False,False,False,False,False,False,
5447,Netherlands,25-29,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,True,False,True,
5448,India,30-34,Rather not say,False,False,False,True,True,True,False,False,False,False,False,True,True,scala
5449,Other Europe,35-39,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5450,France,35-39,"$40,000 - $60,000",False,False,False,False,False,True,False,False,False,True,False,False,True,
5451,Other Europe,35-39,"$80,000 - $100,000",True,True,False,False,True,False,False,False,False,False,False,False,False,
5452,India,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5453,Other Europe,25-29,"<$20,000",False,False,False,True,False,False,False,False,False,False,False,False,False,"Xtend, Scala, TypeScript"
5454,United States of America,51-60,Student / Unemployed,True,False,False,False,True,True,False,False,False,False,True,False,False,
5455,Germany,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5456,Other Asia,30-34,,False,False,False,True,True,True,False,True,False,True,True,False,False,
5457,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5458,France,20-24,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5459,Other Asia,20-24,,False,False,False,True,False,False,False,False,False,False,False,False,True,
5460,Other Europe,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,False,False,False,True,vb.net
5461,Africa,30-34,Rather not say,False,False,False,True,True,True,False,False,False,False,False,False,True,groovy
5462,United States of America,< 20,Student / Unemployed,False,True,False,True,False,False,False,False,False,False,True,False,False,
5463,United Kingdom,20-24,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,True,False,True,VBA
5464,India,25-29,"<$20,000",False,False,False,False,True,False,False,False,False,True,False,False,True,
5465,United States of America,30-34,"$60,000 - $80,000",True,True,False,True,False,False,False,False,False,False,True,False,True,"Fortran, Perl"
5466,India,25-29,,False,False,False,True,False,False,False,False,False,False,False,False,False,
5467,France,20-24,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,BASH SCRIPTING
5468,Middle East,20-24,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,False,True,vb.net
5469,Other Europe,25-29,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
5470,Canada,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5471,Other Europe,20-24,"$60,000 - $80,000",False,False,False,True,True,True,False,True,False,True,False,False,True,
5472,Other Europe,25-29,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,True,knockoutjs
5473,United Kingdom,40-50,Rather not say,False,False,False,True,True,True,False,False,False,False,False,False,True,
5474,Other Europe,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,Object Pascal
5475,Other Europe,30-34,Rather not say,False,True,False,False,False,False,False,False,False,False,False,False,False,
5476,Germany,20-24,"<$20,000",False,True,True,True,True,True,False,False,False,True,True,False,True,
5477,Russia,30-34,"$40,000 - $60,000",False,False,True,True,True,True,False,False,False,False,False,False,True,Groovy
5478,United Kingdom,< 20,Student / Unemployed,False,False,False,False,True,False,False,False,False,True,True,False,False,
5479,Other Europe,40-50,"$80,000 - $100,000",True,False,False,False,True,False,False,False,False,False,False,False,True,perl
5480,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5481,Other Asia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5482,Other Asia,25-29,"$40,000 - $60,000",False,True,False,True,True,True,False,False,True,False,False,False,False,
5483,United Kingdom,40-50,"$40,000 - $60,000",True,True,True,False,False,False,False,False,False,False,True,False,True,
5484,India,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
5485,Other Asia,25-29,"<$20,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
5486,Other Asia,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,True,False,True,
5487,United Kingdom,35-39,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
5488,Italy,20-24,"<$20,000",False,False,False,False,True,True,False,False,True,True,False,True,False,
5489,United States of America,< 20,,False,False,False,True,True,True,False,True,True,True,True,True,True,
5490,India,20-24,Rather not say,False,False,False,True,False,False,False,False,False,False,False,True,False,Scala
